,experiment_name,technician,tray,unique_id,species,region,sub_region,trip_location,SWFW,stock_origin,stock_over_60_prob,catch_date,Year,season,hatchery_wild,thermal_score,osmotic_score,IM_score,VDD_score,X,X.1,Overall.stress,Number.agents..1000,MRS.PC1,Inflammation.PC1,Immune.PC1,Chloride...H2EB1,Chloride...HLA2.G1,Chloride...ICLP2,Chloride...PSMB7..2,Chloride...PSMB8,General.Stress...HSC70,General.Stress...Hsp90,General.Stress...JUN,Growth...IGF.IR_sasa,Hypoxia...anillin,Hypoxia...CDKN1B,Hypoxia...claspin,Hypoxia...GPX3,Hypoxia...HIF1A_6,Hypoxia...kif4,Hypoxia...ncapd3,Hypoxia...ndc80,Hypoxia...RAMP1,Imminent.Mortality...ARRDC2,Imminent.Mortality...CLEC4E,Imminent.Mortality...GLUL,Imminent.Mortality...H1F0,Imminent.Mortality...IQGAP1,Imminent.Mortality...NUPR1,Imminent.Mortality...ODC1,Imminent.Mortality...TAGLN3,Immune.stimulation...B2M_sasa,Immune.stimulation...CD83_sasa,Immune.stimulation...hep_onmy,Immune.stimulation...IFNa_sasa2,Immune.stimulation...IgMs_onmy,Immune.stimulation...IL.15_onmy,Immune.stimulation...IL.1B_sa.om,Immune.stimulation...MHC.II.B,Immune.stimulation...RIG.I_sasa1,Immune.stimulation...SAA_onmy,Inflammation...ES1,Inflammation...GILT,Inflammation...IL.11_onmy,Inflammation...IL.17D_onmy,Inflammation...MMP13_sasa,Inflammation...MMP25,Inflammation...napepld,Inflammation...tgfb,Inflammation...txn,MRS...ATP5G3.C,MRS...C7,MRS...CA055640,MRS...FYB,MRS...HTA,MRS...IRF1,MRS...KRT8,MRS...PRAS,MRS...RPL6,MRS...SCG,Osmotic...CEBPB,Osmotic...CFTR.I_v1,Osmotic...FKBP5.v1,Osmotic...PRLR.v1,Osmotic...RGS21.v1,Osmotic...SHOP21,Stress.Mortality...HSP90ab1_15_v1,Stress.Mortality...LDH_1,Stress.Mortality...VEGFa_1,Thermal...EEF2.v1,Thermal...EF.2_14,Thermal...FKBP10_2,Thermal...FKBP10_4,Thermal...hsp70_6,Thermal...Hsp90AA1,Thermal...HSP90alike_6,Thermal...Map3k14_3,Thermal...SERPIN_20_v1,Thermal...SERPIN_9,Thermal...Sfrs9_1._v2,VDD...CA038063_MGL_1,VDD...DEXH_MGL_1,VDD...GAL3_MGL_2,VDD...IFI,VDD...IFI44A_MGL_2,VDD...IFIT5_MGL_2,VDD...MX_ONTS,VDD...RSAD,VDD...TRIM1,Bacterium...Candidatus.Branchiomonas.cysticola,Bacterium...Candidatus.Syngnamydia.salmonis,Bacterium...Flavobacterium.psychrophilum,Bacterium...Moritella.viscosa,Bacterium...Piscichlamydia.salmonis,Bacterium...Piscirickettsia.salmonis,Bacterium...Renibacterium.salmoninarum,Bacterium...Strawberry.disease...Rickettsia.like.organism.,Bacterium...Tenacibaculum.maritimum,HAB...Heterosigma.akashiwo,HAB...Pseudochattonella,Parasite...Ceratomyxa.shasta,Parasite...Dermocystidium.salmonis,Parasite...Facilispora.margolisi,Parasite...Ichthyobodo,Parasite...Ichthyophonus.hoferi,Parasite...Ichthyophthirius.multifiliis,Parasite...Kudoa.thyrsites,Parasite...Loma.salmonae,Parasite...Myxobolus.arcticus,Parasite...Myxobolus.insidiosus,Parasite...Nanophyetus.salmincola,Parasite...Nucleospora.salmonis,Parasite...Paranucleospora.theridion,Parasite...Parvicapsula.kabatai,Parasite...Parvicapsula.minibicornis,Parasite...Parvicapsula.pseudobranchicola,Parasite...Sphaerothecum.destruens,Parasite...Tetracapsuloides.bryosalmonae,Virus...Circo.virus,Virus...Cutthroat.trout.virus.2,Virus...Erythrocytic.necrosis.virus,Virus...Infectious.hematopoietic.necrosis.virus,Virus...Pacific.salmon.parvovirus,Virus...Picorna.virus,Virus...Piscine.orthoreovirus..1,Virus...putative.RNA.virus.1,Virus...Qin.virus,Virus...Rhabdo.virus,Virus...Salmon.pescarenavirus.1,Virus...Salmon.pescarenavirus.2,Virus...Viral.encephalopathy.and.retinopathy.virus,Virus...Viral.hemorrhagic.septicemia.virus,longitude,latitude,CU_ACRO,CU_NAME,JAZ,dist2fras,deg2samp
880,Onne FitChip 2020,TM,4021,2015-0032-118-E5670,Sockeye,Vancouver Island North,Discovery Islands,Johnstone Strait,SW,Seymour,Low % Probability,6/8/15,NA,2-Spring,Wild,0.5617,0.6152,0.336,0.4128,NA,NA,0,2,-2.099052657,0.115962771,0.249025697,0.075855377,-0.653365565,-0.899111022,-0.476498106,0.496131423,-0.404098047,-1.694605787,1.096330703,0.276658683,0.108842393,0.119212393,0.255189803,0.402032223,0.636964883,-0.247393787,0.580294613,0.452235733,0.281735353,0.991448033,0.204145543,-0.500631436,2.087120721,0.36265272,1.100777013,0.417339053,0.280703217,-1.653558967,-0.915950037,-0.748253657,0.604317523,-1.601446607,0.813841143,0.070746053,-0.763517105,-1.357374567,-1.126460187,-2.735960427,-0.172129259,-0.570348597,-0.042731487,-2.074086415,0.161680493,0.217967783,1.195051753,-0.394393989,0.355799006,2.499452183,2.534331253,-0.179908377,0.792792383,0.125870923,1.071015756,0.316288223,0.471203493,-0.179015147,-0.015057207,0.340845193,1.007931273,-0.850997657,-0.437680027,1.055934783,0.700799133,-1.910804277,0.641328843,1.399020738,0.774943319,1.191614498,1.155595853,0.801013331,-0.682463617,-0.804351547,1.776114565,-0.469990547,-0.627271377,0.343593013,-0.192709957,0.055332163,-1.534628977,-0.527113387,-0.712416337,-0.587244377,0.597387033,-0.474622197,-0.113425318,10.57078713,19.24835836,0,0,0,0,0,0,0,0,0,0,0,0,3329.99105,0,0,0,0,0,0,0,0,40.1499737,0,57702.18602,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0.212158585,0,0,-125.7465333,50.44313333,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,245849.9139,0
881,Onne FitChip 2020,TM,3995,2016-0052-118-1570,Sockeye,Vancouver Island North,Discovery Islands,,SW,L Shuswap,Low % Probability,6/14/16,NA,3-Summer,Wild,0.5616,0.4131,0.357,0.7802,NA,NA,1,6,-2.456253594,-1.176840238,-2.39346061,2.05491429,0.526945446,1.75481917,1.535796291,1.123333759,-0.390606701,0.192721549,-1.754157471,-0.233295091,0.393139029,1.055845719,0.130246869,0.840232759,1.077995669,-1.191836281,0.291198189,0.199873429,1.957932419,-0.040936491,0.372529169,-0.014633589,0.316466329,0.504547083,0.717488249,0.359161749,0.560368482,-0.874642621,0.946370649,-1.009428301,2.615187209,-1.305905537,2.026721969,0.080882129,1.30418145,-0.458455831,0.585007584,-1.166953321,1.135181453,-0.515639221,-0.559276091,-2.165696127,-0.195704001,-0.675670761,2.446659999,0.369612477,0.733752311,-0.466745281,-1.927354981,0.334632089,0.905853979,0.432969289,1.727387383,0.999649659,1.072014589,0.525297929,0.319501629,-0.334028392,-1.073294925,-0.593176088,-1.000556121,-0.779300931,-0.050414069,-3.415143431,1.147651509,0.46685417,1.500117398,0.361818365,1.05381178,0.010392062,-1.657707101,-0.320186391,0.026342135,-1.974358371,-0.432020471,0.426349372,-0.085750307,-0.153744051,-0.401447752,0.694114099,1.454731849,0.258790637,1.617444039,1.036016119,0.981257046,7048.713797,31.73054678,0,NA,0,0,0,0,140.8776249,19339.11007,0,0,0,0,1243.762551,0,0,0,0,4.189349336,0,0,NA,10653.69621,0,0,301.1235999,0,0,0,0,0,0,19413.63034,0,0,0,0,0,0,6694.245904,0,0,-125.329834,50.307276,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,205590.9778,0
882,Onne FitChip 2020,TM,4020,2015-0032-118-E5651,Sockeye,Vancouver Island North,Discovery Islands,Johnstone Strait,SW,Stellako,Low % Probability,5/12/14,NA,2-Spring,Wild,0.5572,0.4354,0.0803,0.3314,NA,NA,0,1,1.516526992,0.931603759,0.805503125,-4.280353809,-0.235153573,-0.86629187,-0.623454743,-1.614194003,0.007168967,-1.972873733,-0.351811263,-0.707182133,-1.469475573,-0.802276383,-0.606353773,0.366051817,0.767229817,0.036252487,-0.447978043,-0.710413493,0.224470748,0.410868737,0.214560297,-0.598720113,-1.51858517,-0.135452751,0.006613977,-0.496224979,-0.177519125,-1.469065263,-0.695707763,-0.601170063,-0.112956633,-2.015235997,-0.271151458,-1.360854783,-0.390877238,0.018528217,-1.781558603,-1.845708153,-1.346690674,-1.917633853,-0.322661073,-0.333362004,-0.700795223,-0.684523383,-0.897901923,-0.662295211,-0.325031715,-3.686518743,-0.376887873,-0.788791943,0.092101157,-0.773018263,-0.571587529,-0.495249133,0.367528467,-0.701505913,-0.928491383,0.053068537,0.123210968,-1.096661743,-1.605831273,-1.407468863,-0.768889076,-2.043617723,-0.433074973,0.052992832,0.080888152,-0.162905533,-0.095032348,-1.275478763,-2.479828813,-2.612347933,-0.437452069,-0.986168453,-0.384065173,-0.647555473,-14.4190418,-0.800018913,-0.358754356,-1.257104443,-0.681569233,-1.251694443,-0.076903323,-2.168929153,-0.376122339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8662.319838,0,0,0,0,0,0,0,0,53.70760199,0,9.870847248,0,0,0,0,NA,0,0,50.23333921,0,0,NA,0,0,NA,0,0,0,-125.3313333,50.3052,Francois/Fraser-S,Francois/Fraser-S,MFR+GStr,205711.7963,0
883,Onne FitChip 2020,TM,3993,1000-0073-118-9352,Sockeye,Vancouver Island North,Discovery Islands,PARR,SW,L Adams,L Adams,6/15/12,NA,3-Summer,Wild,0.5528,0.2009,0.0263,0.7073,NA,NA,1,4,2.071452962,1.466266521,1.700502219,-4.069046475,-1.139474424,-0.859779853,-0.765066422,-1.549484109,-1.052968169,-0.313153889,-2.130391289,-0.280392229,-0.945502509,-0.905893296,-0.747292079,-0.776155029,-0.028391179,2.180687211,-0.696108746,-0.864378969,-1.463106522,-1.205756009,-0.927391329,-1.575765505,-1.67760439,-0.996741845,-0.339269989,-0.233388399,-1.14357307,-1.629207219,0.393312891,-0.661181659,-0.284928949,-4.151081577,-0.90868613,-1.210112559,-1.233754236,-0.859940199,-1.878977269,-3.389942309,-1.131323615,-0.769412389,-2.000203379,0.350998108,-0.207937979,0.750748721,0.565640241,-1.747134276,-1.497013153,-1.456535289,0.869409171,-0.903595739,-0.574510459,0.074810091,-1.407860207,-1.110181919,-3.013918809,-0.281245749,-1.802636869,-1.089461235,-2.097028976,-1.269079097,-3.233055949,-1.268878319,-1.482905289,-0.653471809,-0.365621519,-0.949248576,0.509085244,-1.308470162,-1.303877719,-1.776094196,-1.794357639,-1.815982069,-0.867434513,-1.011848969,-0.321850816,-1.027667259,-0.002706308,-0.876054899,-1.264875331,0.650473933,2.352094421,0.445706688,1.926459265,1.166753003,-0.606001871,3935.838252,0,0,0,0,0,0,0,0,177.8825098,0,0,0,0,26684.41039,0,0,0,0,399.2060534,0,0,0,2.484824532,0,25928.86846,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,603936.2769,0,0,-125.2127,50.12286667,Shuswap-ES,Shuswap-ES,STh+GStr,180574.6982,0
884,Onne FitChip 2020,TM,4025,1000-0101-118-B3669,Sockeye,Vancouver Island North,Discovery Islands,Discovery Islands,SW,Thompson N,Thompson N,5/28/13,NA,2-Spring,Wild,0.5474,0.734,0.1362,0.3468,NA,NA,1,1,1.634863268,-1.689022976,0.386507565,-0.910927908,-0.342066149,-1.43579265,-0.692757274,-2.222716198,-0.212428418,-2.094054428,1.050025492,-0.283302478,-0.266723748,-0.136443074,0.102482782,-1.137058178,-0.355033598,-0.089452588,0.527182292,0.215582442,-0.857596058,-0.013145678,-0.174179238,-0.701515112,-1.631862418,-0.790540335,-1.135119668,0.451071574,0.095253959,-0.347732538,-0.578978168,-0.887599323,-0.882710528,-2.471960628,-0.748134065,-0.310199008,-0.437629588,0.044095052,-0.234660958,-0.298073588,-1.112681635,1.120980122,0.726266452,1.431307775,0.086639042,-1.080779768,-0.211666988,-0.650075647,-0.91325034,-0.725204418,-1.742872958,-1.085789738,-0.508925218,-0.706257288,-0.562780753,-1.009720228,2.646014252,0.041360532,0.397737768,-0.779162378,0.329409675,-1.644844248,1.813198162,1.130579782,-1.022384792,-1.121936908,-0.053870248,-0.195782575,-0.850180295,-0.944950739,-0.202187058,0.268619264,-3.158051738,-1.757824678,-0.742360848,-0.197561398,-0.480157628,-0.361988338,-1.490365378,0.013870952,-0.064289912,-1.428728628,-1.093362118,-1.448421318,-1.733250038,-2.487839518,-1.407357908,25.50278801,7.477219954,0,0,0,0,0,0,0,77.48831525,0,0,0,0,188950.4523,0,0,0,0,0,0,0,0,2.325223203,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,NA,28.94822033,0,0,-125.1874,50.10468333,FRMig,FRMig,LTh+GStr,178351.9255,0
885,Onne FitChip 2020,TM,4022,2015-0032-118-E5679,Sockeye,Vancouver Island North,Discovery Islands,Johnstone Strait,SW,Pitt,Pitt,6/9/15,NA,2-Spring,Wild,0.5472,0.7526,0.4941,0.5874,NA,NA,1,3,-3.020074937,-1.860203215,-2.149339619,0.223506352,0.492147635,2.243686845,0.399864166,-3.055319793,0.148321507,-0.552940453,-0.542851903,1.615314247,0.827589927,3.230682723,-0.820401513,1.043431197,0.884702937,0.275717267,1.256179254,1.828193457,2.463347316,0.121775227,1.877391607,0.258335156,3.158068016,0.599857108,-0.737910393,-1.083485043,1.398914964,0.179323997,0.277222277,-0.782333118,-0.327368473,0.869723678,2.650967928,0.262527557,0.780404386,0.164840587,-0.768706083,-1.505612193,1.409915551,0.463645157,0.232788457,0.040783807,-0.193429493,0.524198027,0.754910097,0.794128245,1.119488271,1.109636107,0.841479377,0.374184197,0.422057077,0.021268657,2.200709048,1.654261237,0.924963897,-0.188785803,0.632602927,1.077409747,0.604450056,1.392617737,0.862757947,-1.493804063,1.291116539,-0.094406933,0.102295187,0.771500787,-0.422818378,1.202007475,1.112041508,2.65575049,1.110877897,-0.255747113,-0.203827701,-0.070803613,-0.792635533,1.37141493,0.254808137,-1.279937813,-1.344559569,1.618999687,-1.762923503,-0.316316053,-1.111302193,-0.091968623,0.927422989,1290.587302,0,0,0,0,0,0,0,0.617108856,0,0,147.13786,0,0,1727.940436,0,0,0,0,0,0,0,0,173.3993288,0,11350.82903,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,26.18802617,0,0,-125.3325,50.305,Pitt-ES,Pitt-ES,LFR+GStr,205796.5407,0
886,Onne FitChip 2020,TM,4024,2015-0032-118-E5634,Sockeye,Vancouver Island North,Discovery Islands,Johnstone Strait,SW,Seymour,Seymour,6/15/15,NA,3-Summer,Wild,0.5304,0.5368,0.1753,0.365,NA,NA,0,3,-1.500676338,0.301466737,-0.430033593,-1.083195469,-0.589060384,-0.833374758,0.73133326,-0.518742115,-0.604416729,1.276538731,-0.701566759,0.349480341,0.030744991,-0.574593129,0.531947677,1.448509421,1.228511241,0.674449811,0.876017215,-0.415674479,0.532422691,-0.542183819,-1.551310089,-0.297761296,-0.599028,0.575496438,0.595298881,0.148421087,0.08914507,-0.722616539,-0.813242809,-1.792338869,1.867119421,-0.948036385,0.868513586,-0.396254319,-0.599408974,-0.703398299,0.204662081,-2.585926219,-0.918498937,-0.428748809,-0.659162469,-1.860039886,-0.104949399,0.167256791,0.867977821,0.040243514,-0.032963736,-0.990508499,1.162650051,-0.127006199,0.768028851,0.311099421,0.167566865,1.014329581,1.101399461,0.677428681,0.287735402,0.452879389,-0.165232262,-0.0063692,-1.098106199,-0.707608029,0.196915205,0.486227871,0.900986941,0.086271498,-1.219657069,0.484640768,0.797849941,-0.073890886,-1.100975079,-0.447310899,0.309852998,-0.885684679,-0.572210649,0.651168431,0.371453715,-0.086074659,-1.125982868,-1.362526479,0.857077821,-0.753229989,-1.040821275,-2.788973619,-3.90E-05,56244.88504,0,0,0,0,0,0,0,0,0,0,0,0,0,2309.674726,0,0,0,0,0,0,0,0,32.02883633,0,2154.214721,0,0,0,0,NA,0,0,4.382388904,0,0,NA,0,0,NA,45.51674721,0,0,-125.33255,50.30498333,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,205800.254,0
887,Onne FitChip 2020,TM,4026,1000-0073-118-9324,Sockeye,Vancouver Island North,Discovery Islands,PARR,SW,L Shuswap,L Shuswap,6/14/12,NA,3-Summer,Wild,0.5198,0.5387,0.3256,0.888,NA,NA,1,3,-0.142776852,-0.818534143,-1.184333225,0.571016733,-0.022880077,0.534101463,1.462182552,-0.362230315,-1.184762444,-1.103468444,-1.389773654,-0.195967784,1.110629404,-0.426613514,0.266481206,-0.205023554,-0.148930704,1.099011266,1.299394962,-0.116566514,0.764339165,-0.461286474,-0.333570084,0.176916124,-1.551900974,0.289814204,-0.226799164,0.849140404,1.350041552,-0.227662294,-0.705579964,-0.061194149,0.718323056,-1.747440655,0.252350066,0.312824996,0.221434258,-0.688969104,1.415008531,-1.298544834,-0.115201324,0.101699616,0.394513536,-1.244574753,-0.877805494,-0.328042194,2.257458796,-0.109329789,0.151716839,-0.381874924,-0.553627454,-0.131576264,-0.316552874,-0.526505784,0.307009139,-0.120929224,-0.620362174,0.645368496,-0.642834427,0.746284073,-0.590910368,0.750792841,-0.259225334,-0.619431854,-0.007302506,-4.296084274,0.081538016,0.460880769,1.34337708,0.584799617,0.595317325,-0.44594785,-1.508912744,-2.174659954,-1.585549503,-1.175741414,-0.533236214,0.875128229,0.802677532,0.423720956,0.471774418,1.462351574,2.426143036,0.980272889,0.563937941,1.200819476,0.218488811,8.07716176,0,0,0,0,0,0,0,0,0,0,0,0,0,60572.60559,0,0,0,0,0,0,0,0,1.64230649,0,-999,0,0,0,0,NA,0,0,4368.746521,0,0,NA,0,0,NA,265742.7102,0,0,-125.7426667,50.44083333,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,245500.7668,0
888,Onne FitChip 2020,TM,4022,1000-0071-118-7637,Sockeye,Vancouver Island North,Discovery Islands,PARR,SW,Chilko,Chilko,6/22/11,NA,3-Summer,Wild,0.5197,0.4474,0.6582,0.4915,NA,NA,0,5,-1.253723945,-1.871473234,-1.633156129,-0.54360635,-0.377961173,1.38966401,-0.730289106,0.147381935,0.684469475,-2.097239035,-2.306028565,0.126094125,-1.177774235,1.294359273,-0.799662415,0.359313905,-0.168139575,0.087247835,-0.373904215,0.649632225,1.786534382,-0.752006365,1.985809065,-0.138659235,0.788462408,0.872374393,-0.982607575,1.710331016,1.611102862,-0.330924045,1.727968695,-2.01925405,-1.050334835,-1.520729245,0.797186797,1.630198905,0.152371563,1.625031085,0.196741475,-2.942357085,1.272142695,2.877614665,-0.389687745,2.508162111,-0.096362505,0.971710995,0.094969855,-0.837135086,-0.417001194,-0.916473465,-3.331055505,0.911344945,0.917253675,-0.510186245,1.264258667,0.739160115,1.437664645,-0.272767435,2.573723448,-1.067095048,-0.71392534,-0.222748955,0.536316145,-1.572454045,0.031384574,-0.859501645,1.420419595,-0.021549191,-1.628009802,-0.726834257,-0.69894201,0.545369444,-2.831590345,-0.606703525,0.037769991,-0.063616782,-0.626320385,-0.409212875,0.225084501,-1.644067385,-1.396887551,-0.095199285,-0.527201475,0.163850155,0.443726844,-0.243815605,0.127806476,5018.07645,1.42799263,0,NA,0,0,0,0,0,3044657.559,0,0,0,0,13617.96102,0,0,0,0,2956.958374,0,0,NA,8.099740843,0,0,35.66775671,0,0,0,0,0,0,1748.660546,0,0,0,0,0,0,0,0,0,-125.3297333,50.30566667,Chilko-S,Chilko-S,MFR+GStr,205593.9705,0
889,Onne FitChip 2020,TM,4023,2015-0032-118-E5624,Sockeye,Vancouver Island North,Discovery Islands,Johnstone Strait,SW,Seymour,Low % Probability,6/2/15,NA,2-Spring,Wild,0.5064,0.5278,0.2609,0.5312,NA,NA,0,3,-0.438431175,-0.602270359,0.152288222,1.359492975,0.026846346,-2.374930566,0.684790018,-1.71631629,-0.706439856,0.020262274,2.823135664,1.554550124,0.646101994,-1.077397416,-0.152028826,0.118331084,1.454743604,0.273526944,0.816682624,-0.801212966,-1.186133861,1.091566644,-1.770275076,0.416819829,-0.826831565,0.17807375,0.515205374,-0.584574455,0.422822216,-0.605483486,-1.935212566,0.425728579,1.619649944,-2.806004646,0.165633274,-0.424310496,-0.603984304,-1.453690956,-0.397470556,-1.464157466,-1.367586029,-0.363323266,0.063873974,-0.740030146,-0.573875476,-1.517656006,0.386188504,0.425017504,0.938723294,-0.231965116,1.219850374,-0.583313096,-0.718524136,-0.297727936,-0.852762037,0.586266904,0.236114734,1.462883554,-0.140495456,1.128250512,-0.177287187,-0.143135156,-1.162761386,1.615257824,-0.534322599,0.111192204,0.676967184,0.313872933,0.660557782,0.022227468,0.41397283,-0.378145796,-0.325734926,-2.339341416,0.129126221,1.363978514,-0.568966686,0.449534824,-0.898532276,-0.563945366,1.074962457,-0.860209446,-0.774500276,-0.901454076,0.634512794,-1.440077216,-0.030329543,4974.23721,0,0,0,0,0,0,0,0,0,0,0,0,0,12.07159456,0,0,0,0,0,0,0,0,528.5006565,0,11407.12029,0,0,0,0,NA,0,0,3699.209561,0,0,NA,0,0,NA,3.004446835,0,0,-125.3398333,50.1892,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,197520.5587,0
890,Onne FitChip 2020,TM,4025,1000-0101-118-B3664,Sockeye,Vancouver Island North,Discovery Islands,Discovery Islands,SW,Chilko,Chilko,5/28/13,NA,2-Spring,Wild,0.4835,0.3977,0.1904,0.556,NA,NA,0,4,0.555434028,-1.331529879,-0.499846363,0.623316977,-0.086858928,0.094236969,0.473870207,-0.822748529,0.147272299,-0.906134551,-1.005354311,1.004696159,0.027552439,-0.338819115,0.555103269,-0.464002961,0.224748549,1.251508419,1.643766667,0.889796419,-0.241120644,-0.496938281,0.386591099,-0.019091549,0.215496874,0.39319059,-0.487044721,-0.025579032,0.235302002,-0.070093931,0.729504189,-0.879703631,-0.717962351,-1.433673421,-0.583851281,-0.609998391,-0.093239199,0.553753789,0.505487879,-1.676100691,-0.234365535,0.364335899,-0.113949341,0.205611133,1.155856069,0.181643429,0.835383289,-0.216077444,-0.084815699,-1.446287381,-0.496570581,0.217969209,-0.311174381,0.030723739,-0.682786917,-0.717895001,-0.493964741,-0.268038251,0.744331354,0.174376524,-0.970677421,-0.992167631,0.523515439,0.073056509,0.220049783,0.368011689,0.073984839,0.310401742,0.267282567,0.189554217,0.738786517,-0.857790931,-0.782241321,-1.115597771,0.379950551,0.154674488,-0.650652591,0.504186695,0.265939423,-0.372334551,0.193479713,0.016187159,0.415076819,-0.165753021,-0.517945411,-1.124705991,-0.011373537,29814.84438,0,0,0,0,0,0,0,0,22102.72352,0,0,0,0,1082932.083,0,0,0,0,80.90740206,0,0,0,8.896646506,14.86783795,0,0,0,0,0,NA,0,0,170362.2106,0,NA,NA,0,0,NA,44.21435028,0,0,-125.1874,50.10468333,Chilko-S,Chilko-S,MFR+GStr,178351.9255,0
891,Onne FitChip 2020,TM,3984,1000-0093-118-B1270,Sockeye,Vancouver Island North,Discovery Islands,SOG,SW,L Adams,L Adams,6/27/12,NA,3-Summer,Wild,0.4831,0.5622,0.0528,0.4339,NA,NA,0,1,0.630755813,0.648204111,1.690219082,0.231122817,-1.23017459,-0.92068855,-0.434076244,-0.495289722,-1.443491022,-0.122831292,-1.655580812,0.865802678,-0.587106372,-0.353224567,-0.294679842,-0.943105802,-0.345458712,-0.221013472,-0.370593062,-0.363514082,-1.480937233,-0.897932932,-0.135852612,-0.38072556,-0.603906016,0.058405313,-0.467447492,-0.216170159,-0.549743199,-1.858322162,0.533100768,-2.894611877,0.679745278,-3.139873195,-0.167643347,-0.740548352,-0.980674204,-1.038871502,-2.998345062,-2.557379272,-0.913658662,-0.419279612,-1.598511922,-0.654712941,-0.269861292,-0.236714202,-0.070589052,-0.714472675,-1.02950017,1.386611568,-0.305593092,-0.208467482,-0.391237972,0.166313958,-0.778295291,-0.109806762,-2.256461362,-1.622712202,0.355321828,0.222156088,-0.274896796,0.119524722,-2.400590092,0.069039208,-0.175603339,0.858503308,-0.014667152,0.208099466,0.8693686,-1.294160213,-1.174603494,1.166427806,-0.793495572,0.565401058,0.571666301,-1.164957382,-1.648233872,-0.34068357,-0.867886239,-1.198191252,-1.24278456,-0.683250992,0.355390258,-0.645796692,0.728005283,-1.573890802,-0.465676505,373.7762688,6.887994887,0,0,0,0,0,0,0,60.54136196,0,0,0,0,0.812134051,0,0,0,0,0,0,0,0,0,0,11.23249543,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,1396.067427,0,0,-125.1140833,50.35085,Shuswap-ES,Shuswap-ES,STh+GStr,194821.2713,0
892,Onne FitChip 2020,TM,4000,1000-0101-118-B3650,Sockeye,Vancouver Island North,Discovery Islands,Discovery Islands,SW,Pitt,Pitt,5/28/13,NA,2-Spring,Wild,0.4801,0.4508,0.081,0.1028,NA,NA,0,1,2.08359059,1.3051683,2.303267096,0.0686257,-0.580963726,-1.571141911,-2.094036138,-1.492054143,-0.310347383,-1.051095113,-1.063682983,-1.182509703,-2.532664343,-0.203092523,-1.809905223,-1.009857463,-0.100682683,0.173602227,-3.019717087,-1.049784853,-2.50721917,-0.250057983,-1.267906993,-1.806200791,-1.112087172,-2.419845985,-0.332427973,-0.187693363,-0.791920937,1.321929727,0.357729537,-3.074019863,-1.213682323,-5.950553415,-2.195141597,-2.010028513,-0.791607284,0.704704607,-1.712666763,-2.338959223,-2.131443023,0.316763977,-0.056321793,-1.774282518,-0.520867643,0.050070417,-1.078996393,-1.481866038,-1.912731386,-1.236611923,-2.478750173,-1.566361233,0.534084647,-0.413671623,0.037152687,-1.088508063,2.314832957,-2.445704693,-0.473811653,-1.57024605,-0.785013503,-0.908355413,-1.626539003,-1.225031043,-2.01389469,-0.073583413,0.415539027,-0.175173046,-0.985268683,-2.853749139,-2.621050693,-1.159924469,-3.948365433,-1.780632443,-0.085628045,-1.204558933,0.461977387,-1.940873262,-4.09823161,-1.421534633,-1.026389458,-3.626571893,-3.078543033,-1.540518763,-1.560970423,-5.271622813,-1.515269557,0,0,0,0,0,0,0,0,0,1924.165341,0,0,0,0,135.2351372,-999,0,0,0,0,0,0,0,0,19.48071863,6.276395293,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0.439073417,0,0,-125.1892,50.1371,Pitt-ES,Pitt-ES,LFR+GStr,180635.1405,0
